URL,MLB_ID,AFFILIATE_STATUS,TRACKING_ID,IMAGE_STATUS,PRICE_STATUS,BUTTON_STATUS,HTTP_STATUS
https://comparapreco.github.io/ofertas/informatica/monitor-gamer-lg-24ms500-b-24ms-ips-fullhd-100hz-ajuste-de-inclinacao-negro-preto-127-220v-MLB34229008.html,MLB34229008,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/informatica/monitor-gamer-lg-ultragear-24-24gs60f-b-ips-full-hd-180hz-1ms-gtg-nvidiaa-g-synca-amd-freesync-hdr10-srgb-99-MLB3925829485.html,MLB3925829485,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/informatica/monitor-lg-ultragear-27g411a-b-27-fhd-144hz-1ms-mbr-nvidia-g-sync-amd-freesync-hdr10-preto-127-220v-MLB64206195.html,MLB64206195,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/informatica/notebook-gamer-asus-tuf-gaming-a15-amd-ryzen-7-rtx-3050-8gb-ram-512gb-ssd-linux-keepos-graphite-black-MLB65030699.html,MLB65030699,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/informatica/smart-tv-4k-75-lg-qned73-portal-de-games-processador-ai-7-ger8-4k-super-upscaling-google-cast-integrado-controle-MLB61060326.html,MLB61060326,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/informatica/smart-tv-lg-uhd-ai-ua75-43-polegadas-hdr10-pro-processador-7-ai-ger8-webos-25-MLB69311713.html,MLB69311713,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/informatica/smart-tv-lg-uhd-ai-ua75-50-polegadas-hdr10-pro-processador-7-ai-ger8-webos-25-MLB65916399.html,MLB65916399,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/informatica/smart-tv-profissional-4k-50-lg-uhd-50au801-processador-7-ai-ger8-super-upscaling-google-cast-alexa-integrado-MLB67684069.html,MLB67684069,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/informatica/smart-tv-profissional-lg-43-full-hd-processador-a5-ger6-ai-alexa-integrada-webos-23-43lr671c-b-MLB19884311.html,MLB19884311,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/informatica/tv-box-aquario-plus-stv-3000-4k-padrao-4k-16gb-preto-com-2gb-de-memoria-ram-MLB49278256.html,MLB49278256,OK,CORRECT,OK,OK,OK,200
